Intensity_G,Shift_G,FWHM_G,R^2_G,Intensity_D,Shift_D,FWHM_D,R^2_D,Intensity_2D,Shift_2D,FWHM_2D,R^2_2D,Intensity_RBM_1,Intensity_RBM_2,Intensity_RBM_3,Intensity_RBM_4,Intensity_RBM_5,Shift_RBM_1,Shift_RBM_2,Shift_RBM_3,Shift_RBM_4,Shift_RBM_5
0.881793311308419,1573.52679759333,36.5015957246909,0.974196694571866,0.0529429075474219,1306.48228826505,84.4896247293128,0.999481689858281,0.159394661898613,2573.54757144731,92.0229344105814,0.999901732723774,0.0423033722348058,0.054965806264158,0.0343253249425583,,,278,303,331,,
0.905526447106985,1577.15822907929,36.0199136249515,0.965865216773094,0.0479044487325735,1298.52911505947,54.281322806109,0.99985939662918,0.183158801348317,2575.3427783422,94.6793362037948,0.999604677935162,0.0384888431182917,0.0519991557580887,0.0567577809668706,0.0335357490715619,,251,280,304,332,
0.897710553136166,1574.7243854793,33.6702936078371,0.967272496913458,0.0408719362121742,1297.69516550584,56.2419787273678,0.999855186676798,0.165123946841621,2571.67982850814,102.357826431775,0.999451625806899,0.0644189494208571,0.0515232153501094,,,,304,331,,,
0.909536577332851,1574.83674516646,34.89541811594,0.97295026749473,0.0420302157363424,1298.68385695674,60.519274238787,0.999891575227698,0.172676523528356,2574.00299717601,98.0065129807966,0.999419095590203,0.0664853577091997,0.0478947790830859,,,,304,332,,,
0.90850035855299,1574.03584609987,36.0053650739346,0.975375866732991,0.0514654801621373,1303.45224869472,71.1486602650107,0.99988797966673,0.167519707779675,2573.58408232984,98.0610146617149,0.999768332322237,0.0343051484573907,0.0639306033533794,0.0437393233036179,,,252,304,332,,
0.892723719701073,1574.6355580987,36.296173662701,0.967851799118425,0.0590661031009519,1303.00246013391,74.2406533267533,0.999839017299524,0.161204320932227,2572.5554197698,102.931767574182,0.999765139824837,0.0651283646650764,0.0461464921762724,,,,304,331,,,
0.89399176571055,1574.71610418148,35.3499815301268,0.966425416393248,0.0527678001097785,1300.4284336905,63.7547002466663,0.999870931991101,0.168101086737899,2572.40855708388,102.483663578788,0.999642323381632,0.0678978744037641,0.051407793240683,,,,304,331,,,
0.89120708465825,1572.90315591918,38.5155164751645,0.967799970100971,0.0616743630726354,1302.38334598236,74.2570820416024,0.999739058411856,0.166088700790153,2570.23160594616,108.454798671342,0.999725755919864,0.0388145246488857,0.0614524446853798,0.0448978112492182,,,213,303,331,,
0.911183274735308,1580.73476571053,33.1883483138118,0.963317735606134,0.0648079948731562,1298.96210433377,47.1665777653344,0.999976509629945,0.179775542265281,2580.49667994522,90.8472229273669,0.999213872333249,0.0457574648392037,0.0636461406639564,0.0289597733165926,,,252,280,333,,
0.926701486806751,1591.0963956236,22.0604118605155,0.97665401848024,0.0855182631562081,1308.30166123378,55.7683914186376,0.99959222381434,0.144997488885553,2596.62960344798,68.9419136410708,0.99984246127164,0.0496860448386609,0.0983979468765663,,,,253,283,,,
0.908382894736948,1575.3719142487,33.9276920955752,0.972644771749405,0.0526020684435115,1296.59430146819,48.3479368574655,0.999941383215735,0.177927405401956,2575.01410928869,91.8078555655899,0.999717804306496,0.0361790812629545,0.0435993306209223,0.0541649557695604,0.028414257171462,,251,278,304,331,
0.887842329759996,1574.15951915527,36.2262285825068,0.966758101952626,0.0378203777947859,1295.78004054966,49.6044470010214,0.999562465773626,0.183342188141202,2573.31780969097,93.7862422561293,0.999743152636753,0.0419716813284744,0.0466114466761007,0.0506168174623709,0.0272518648281698,,252,279,303,331,
0.905766984141212,1578.98059184688,31.3819672891733,0.976983935319255,0.0586140646572114,1301.62984279046,59.2354774024406,0.999927753249648,0.173092151511609,2578.78468277513,93.4117560781572,0.999387837591649,0.0460834920968955,0.0536922117516199,0.0550024756573233,0.0403263005046133,,252,279,305,333,
0.906683537918372,1581.02142040297,29.1231828037115,0.978715344316925,0.071152509820501,1302.69246230724,63.5028111120518,0.999948052057846,0.156077121883357,2582.08500041488,88.7189308587063,0.99956850737843,0.052747385475501,0.0550098727364033,0.0576120534474864,0.0414301239799355,,252,280,305,333,
0.909862198048384,1575.51942694882,33.441628494213,0.971951802706005,0.0388902648462698,1295.74784308853,48.2694259403687,0.999948474846628,0.179808556651059,2573.53500412884,97.5425909405118,0.999200376955684,0.0399524890242509,0.0502722112770849,0.0604175920415462,0.0356275911463775,,251,279,304,331,
0.917852676584047,1576.85333012867,35.0167364961789,0.967864700231134,0.0476280871574207,1297.41515557113,47.8593367095517,0.999957730913891,0.190117815617708,2574.91363399624,95.8164201432029,0.999273215908529,0.0432751035471448,0.0524386621686011,0.053138509683753,0.0268640625256814,,252,280,304,332,
0.914883435959144,1577.7588444801,36.1795392370991,0.965492928906836,0.0530585620313118,1298.80353460965,52.4428793141989,0.999920687914232,0.187668557594468,2576.47816107671,96.9124028621932,0.999142376548234,0.0497666483456088,0.0594371082155263,0.0571585295360352,0.0301635469015255,,252,280,304,332,
0.922205828928124,1579.1844348593,36.6808282191893,0.963972271801198,0.0514876956136082,1299.05186509193,48.549889857833,0.999939941722598,0.187077937136558,2577.78204770588,95.4756415285333,0.999184835472698,0.0440963465480864,0.0664182407915981,0.0249909141370114,,,252,282,332,,
0.927542948003185,1578.34309823994,36.5069914570713,0.968384144779358,0.0505077946585764,1297.80428352514,42.1207949133777,0.999975260335417,0.192473507206756,2579.32634433419,91.5187257362881,0.999083159350748,0.0425924635586225,0.054812112441548,0.0659126544100392,0.0535590066093285,0.0286020498663496,213,252,281,304,332
